Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
32048753,The Holocaust,Laurence Rees,"Rees, Laurence",,"=""0241297001""","=""9780241297001""",0,4.64,Viking,Hardcover,512,2017,2017,,2022/04/25,to-read,to-read (#246),to-read,,,,0,0
38359036,"The Tattooist of Auschwitz (The Tattooist of Auschwitz, #1)",Heather   Morris,"Morris, Heather",,"=""006287067X""","=""9780062870674""",0,4.29,Harper,Hardcover,272,2018,2018,,2022/04/25,to-read,to-read (#245),to-read,,,,0,0
56842,Fatherland,Robert   Harris,"Harris, Robert",,"=""0061006629""","=""9780061006623""",4,4.00,Harper Paperbacks,Paperback,380,1992,1992,2022/04/25,2021/11/07,,,read,,,,1,0
1471873,The Princeton Companion to Mathematics,Timothy Gowers,"Gowers, Timothy","June Barrow-Green, Imre Leader","=""0691118809""","=""9780691118802""",0,4.41,Princeton University Press,Hardcover,1056,2008,2007,,2022/04/22,"learning, currently-reading","learning (#33), currently-reading (#1)",currently-reading,,,,1,0
29520033,The Neo-Generalist: Where You Go Is Who You Are,Kenneth Mikkelsen,"Mikkelsen, Kenneth",Richard   Martin,"=""1910649554""","=""9781910649558""",0,4.00,Lid Publishing,Paperback,270,2016,,,2022/04/20,to-read,to-read (#244),to-read,,,,0,0
8115339,The New Polymath: Profiles in Compound-Technology Innovations,Vinnie Mirchandani,"Mirchandani, Vinnie",Marc Benioff,"=""0470618302""","=""9780470618301""",0,3.57,Wiley,Hardcover,384,2010,2010,,2022/04/20,to-read,to-read (#243),to-read,,,,0,0
51213711,Sarum,Edward Rutherfurd,"Rutherfurd, Edward",Roger Davis,"=""1799730069""","=""9781799730064""",3,4.08,Audible Studios on Brilliance Audio,Audio CD,,2019,1987,2022/04/20,2022/01/28,,,read,,,,1,0
49912867,Grpc: Up and Running: Building Cloud Native Applications with Go and Java for Docker and Kubernetes,Kasun Indrasiri,"Indrasiri, Kasun",Danesh Kuruppu,"=""1492058335""","=""9781492058335""",3,3.65,O'Reilly Media,Paperback,200,2020,,2022/04/08,2021/11/22,learning,learning (#30),read,,,,1,0
30835567,Hit Refresh: The Quest to Rediscover Microsoft's Soul and Imagine a Better Future for Everyone,Satya Nadella,"Nadella, Satya","Greg Shaw, Jill Tracie Nichols","=""0062652508""","=""9780062652508""",0,3.79,Harper Business,Hardcover,273,2017,2017,,2022/03/27,to-read,to-read (#242),to-read,,,,0,0
54503521,A Thousand Brains: A New Theory of Intelligence,Jeff Hawkins,"Hawkins, Jeff",Richard Dawkins,"=""1541675819""","=""9781541675810""",0,4.06,Basic Books,Hardcover,288,2021,2021,,2022/03/26,to-read,to-read (#241),to-read,,,,0,0
55277918,Super Founders: What Data Reveals About Billion-Dollar Startups,Ali Tamaseb,"Tamaseb, Ali",,"=""1541768426""","=""9781541768420""",0,4.24,PublicAffairs,Hardcover,320,2021,,,2022/03/26,to-read,to-read (#240),to-read,,,,0,0
219205,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)",Stephen R. Donaldson,"Donaldson, Stephen R.",,"=""0345348656""","=""9780345348654""",0,3.72,Del Rey / Ballantine,Mass Market Paperback,480,1989,1977,,2022/03/15,to-read,to-read (#239),to-read,,,,0,0
76834,"The Inklings: C.S. Lewis, J.R.R. Tolkien, Charles Williams, and Their Friends",Humphrey Carpenter,"Carpenter, Humphrey",,"=""0395276284""","=""9780395276280""",0,3.94,Houghton Mifflin Harcourt,Hardcover,287,1979,1978,,2022/03/14,to-read,to-read (#238),to-read,,,,0,0
23526522,"The Fellowship: The Literary Lives of the Inklings: J.R.R. Tolkien, C.S. Lewis, Owen Barfield, Charles Williams",Philip Zaleski,"Zaleski, Philip",Carol Zaleski,"=""0374713790""","=""9780374713799""",0,4.09,"Farrar, Straus and Giroux",ebook,656,2015,2015,,2022/03/14,to-read,to-read (#237),to-read,,,,0,0
45362865,Programming TypeScript: Making Your JavaScript Applications Scale,Boris Cherny,"Cherny, Boris",,"=""""","=""""",3,4.15,O'Reilly Media,Kindle Edition,324,2019,2019,2022/03/11,2021/12/21,learning,learning (#31),read,,,,1,0
42832582,Programming Quantum Computers: Essential Algorithms and Code Samples,Eric R.  Johnston,"Johnston, Eric R.","Mercedes Gimeno-Segovia, Nic Harrigan","=""1492039683""","=""9781492039686""",0,4.21,O'Reilly Media,Paperback,333,2019,,,2021/07/31,"learning, to-read","learning (#25), to-read (#236)",to-read,,,,0,0
542389,"Stalingrad: The Fateful Siege, 1942–1943",Antony Beevor,"Beevor, Antony",,"=""0140284583""","=""9780140284584""",0,4.32,Penguin Books,Paperback,494,1999,1998,,2022/02/27,to-read,to-read (#235),to-read,,,,0,0
564204,The Road to Middle-Earth: How J.R.R. Tolkien Created a New Mythology,Tom Shippey,"Shippey, Tom",,"=""0618257608""","=""9780618257607""",0,3.94,Mariner Books,Paperback,416,2003,1982,,2022/02/23,to-read,to-read (#234),to-read,,,,0,0
11029259,Taoism: An Essential Guide,Eva Wong,"Wong, Eva",,"=""1590308824""","=""9781590308820""",0,3.72,Shambhala,Paperback,288,2011,1996,,2022/02/13,to-read,to-read (#233),to-read,,,,0,0
26156469,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,"Voss, Chris",Tahl Raz,"=""0062407805""","=""9780062407801""",0,4.37,Harper Business,Hardcover,274,2016,2016,,2022/02/12,to-read,to-read (#232),to-read,,,,0,0
10687,"A History of Britain: The Fate Of Empire 1776-2000 (A History of Britain, #3)",Simon Schama,"Schama, Simon",,"=""0786868996""","=""9780786868995""",0,4.03,Miramax,Hardcover,576,2002,2002,,2022/02/10,to-read,to-read (#231),to-read,,,,0,0
155239,"A History of Britain: The Wars of the British 1603-1776 (A History of Britain, #2)",Simon Schama,"Schama, Simon",,"=""0786867523""","=""9780786867523""",0,4.02,Miramax,Hardcover,544,2001,2001,,2022/02/10,to-read,to-read (#230),to-read,,,,0,0
155314,"A History of Britain: At the Edge of the World? 3500 BC-AD 1603 (A History of Britain, #1)",Simon Schama,"Schama, Simon",,"=""0786866756""","=""9780786866755""",0,4.06,Talk Miramax Books,Hardcover,416,2000,2000,,2022/02/10,to-read,to-read (#229),to-read,,,,0,0
55921250,Meet the Georgians: Epic Tales from Britain’s Wildest Century,Robert Peal,"Peal, Robert",,"=""0008437025""","=""9780008437022""",0,4.04,William Collins,Hardcover,300,2021,,,2022/02/10,to-read,to-read (#228),to-read,,,,0,0
36558899,A Cotswold Collection (The Landscape of Britain),William Fricker,"Fricker, William",,"=""185965231X""","=""9781859652312""",4,4.00,Goldeneye,Paperback,160,2015,,2021/12/23,2021/11/27,,,read,,,,1,0
6452731,Justice: What's the Right Thing to Do?,Michael J. Sandel,"Sandel, Michael J.",,"=""0374180652""","=""9780374180652""",0,4.31,"Farrar, Straus and Giroux",Hardcover,308,2009,2009,,2021/10/19,to-read,to-read (#227),to-read,,,,0,0
25080953,The Go Programming Language,Alan A.A. Donovan,"Donovan, Alan A.A.",Brian W. Kernighan,"=""0134190440""","=""9780134190440""",4,4.45,Addison-Wesley,Paperback,380,2015,2015,2021/12/27,2021/08/16,learning,learning (#27),read,,,,1,0
55145261,The Anthropocene Reviewed,John Green,"Green, John",,"=""0525555218""","=""9780525555216""",0,4.37,Dutton,Hardcover,293,2021,2021,,2021/12/10,to-read,to-read (#226),to-read,,,,0,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",0,4.52,Ballantine Books,Hardcover,476,2021,2021,,2021/12/10,to-read,to-read (#225),to-read,,,,0,0
56155133,The Man from the Future,Ananyo Bhattacharya,"Bhattacharya, Ananyo",,"=""0241398851""","=""9780241398852""",0,4.12,Allen Lane,Hardcover,354,2021,2021,,2021/12/05,to-read,to-read (#224),to-read,,,,0,0
43171395,Game Changer: AlphaZero's Groundbreaking Chess Strategies and the Promise of AI,Matthew Sadler,"Sadler, Matthew",Natasha Regan,"=""9056918184""","=""9789056918187""",0,4.25,New in Chess,Paperback,416,2019,2019,,2021/12/04,to-read,to-read (#223),to-read,,,,0,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",0,4.14,Penguin,Paperback,532,2003,1847,,2021/12/02,to-read,to-read (#222),to-read,,,,0,0
32483,Shakespeare: The Biography,Peter Ackroyd,"Ackroyd, Peter",,"=""140007598X""","=""9781400075980""",0,4.01,Anchor,Paperback,608,2006,2005,,2021/12/02,to-read,to-read (#221),to-read,,,,0,0
35074096,"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",Stephen Fry,"Fry, Stephen",,"=""0718188721""","=""9780718188726""",4,4.27,Michael Joseph,Hardcover,416,2017,2017,,2019/05/23,,,read,,,,1,0
33,The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",4,4.52,Houghton Mifflin Harcourt,Paperback,1216,2005,1955,,2015/06/12,,,read,,,,1,0
15241,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.","Peter S. Beagle, Дж.Р.Р. Толкін, Аліна Немірова, П. Риженко","=""0618346260""","=""9780618346264""",4,4.47,Houghton Mifflin,Paperback,322,2003,1954,,2019/05/23,,,read,,,,1,0
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Francis Ledoux, Maria Skibniewska","=""0618346252""","=""9780618346257""",4,4.38,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,2019/05/23,,,read,,,,1,0
54968118,"The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race",Walter Isaacson,"Isaacson, Walter",,"=""1982115858""","=""9781982115852""",4,4.30,Simon & Schuster,Hardcover,536,2021,2021,2021/11/25,2021/11/07,,,read,,,,1,0
46756,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",2,4.01,Anchor Books,Paperback,389,2004,2003,,2021/11/18,,,read,,,,1,0
10887,Kissinger,Walter Isaacson,"Isaacson, Walter",,"=""0743286979""","=""9780743286978""",3,3.98,Simon & Schuster,Paperback,896,2005,1992,,2021/11/18,,,read,,,,1,0
103749,Persian Fire: The First World Empire and the Battle for the West,Tom Holland,"Holland, Tom",,"=""0385513119""","=""9780385513111""",4,4.15,DoubleDay,Hardcover,418,2006,2005,,2021/11/18,,,read,,,,1,0
9418327,Bossypants,Tina Fey,"Fey, Tina",,"=""""","=""""",3,3.96,Reagan Arthur Books,Kindle Edition,283,2011,2011,,2021/11/18,,,read,,,,1,0
35699244,China in Drag: Travels with a Cross-dresser,Michael Bristow,"Bristow, Michael",,"=""""","=""9781910985908""",2,4.03,Sandstone Press,Paperback,288,2017,,,2021/11/18,,,read,,,,2,0
9712,Love in the Time of Cholera,Gabriel García Márquez,"Márquez, Gabriel García","Edith Grossman, Kjell Risvik, Carlos Marrodán Casas","=""140003468X""","=""9781400034680""",2,3.93,Vintage International,Paperback,348,2003,1985,,2021/11/18,,,read,,,,1,0
36595101,Fire and Fury: Inside the Trump White House,Michael Wolff,"Wolff, Michael",,"=""1250158060""","=""9781250158062""",3,3.44,Henry Holt and Co.,Hardcover,322,2018,2018,,2021/11/18,,,read,,,,1,0
34746094,"The Last Man Who Knew Everything: The Life and Times of Enrico Fermi, Father of the Nuclear Age",David N. Schwartz,"Schwartz, David N.",,"=""0465072925""","=""9780465072927""",0,4.24,Basic Books,Hardcover,448,2017,2017,,2021/11/18,to-read,to-read (#220),to-read,,,,0,0
228568,The Eighth Day of Creation,Horace Freeland Judson,"Judson, Horace Freeland",,"=""0879694785""","=""9780879694784""",0,4.56,Cold Spring Harbor Laboratory Press,Paperback,714,1996,1979,,2021/11/18,to-read,to-read (#219),to-read,,,,0,0
55539565,Think Again: The Power of Knowing What You Don't Know,Adam M. Grant,"Grant, Adam M.",,"=""1984878107""","=""9781984878106""",0,4.23,Viking Books,Hardcover,307,2021,2021,,2021/11/16,to-read,to-read (#218),to-read,,,,0,0
543704,The Chip : How Two Americans Invented the Microchip and Launched a Revolution,T.R. Reid,"Reid, T.R.",,"=""0375758283""","=""9780375758287""",0,4.27,Random House Trade Paperbacks,Paperback,336,2001,1984,,2021/11/15,to-read,to-read (#217),to-read,,,,0,0
12703074,Genentech: The Beginnings of Biotech (Synthesis),Sally Smith Hughes,"Hughes, Sally Smith",,"=""0226359182""","=""9780226359182""",0,4.02,University of Chicago Press,Hardcover,213,2011,2009,,2021/11/14,to-read,to-read (#216),to-read,,,,0,0
52219273,"How Innovation Works: Serendipity, Energy and the Saving of Time",Matt Ridley,"Ridley, Matt",,"=""0062916599""","=""9780062916594""",0,4.12,Harper,Hardcover,416,2020,2020,,2021/11/13,to-read,to-read (#215),to-read,,,,0,0
12263681,"The Age of Insight: The Quest to Understand the Unconscious in Art, Mind, and Brain from Vienna 1900 to the Present",Eric R. Kandel,"Kandel, Eric R.",,"=""1400068711""","=""9781400068715""",0,4.21,Random House,Hardcover,636,2012,2012,,2021/11/13,to-read,to-read (#214),to-read,,,,0,0
4075,In Search of Memory: The Emergence of a New Science of Mind,Eric R. Kandel,"Kandel, Eric R.",,"=""""","=""""",0,4.12,W. W. Norton & Company,Hardcover,430,2006,2006,,2021/11/13,to-read,to-read (#213),to-read,,,,0,0
21413662,"What If? Serious Scientific Answers to Absurd Hypothetical Questions (What If?, #1)",Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",0,4.14,Dey Street Books,Hardcover,303,2014,2014,,2021/11/12,to-read,to-read (#212),to-read,,,,0,0
56889390,Breakthrough,Marcus Chown,"Chown, Marcus",,"=""0571366716""","=""9780571366712""",0,4.16,Faber  Faber,Paperback,,2021,,,2021/11/12,to-read,to-read (#211),to-read,,,,0,0
98685,Genius: The Life and Science of Richard Feynman,James Gleick,"Gleick, James",,"=""0679747044""","=""9780679747048""",0,4.11,Vintage,Paperback,531,1993,1992,,2021/11/12,to-read,to-read (#210),to-read,,,,0,0
373571,Life: A Natural History of the First Four Billion Years of Life on Earth,Richard Fortey,"Fortey, Richard",,"=""037570261X""","=""9780375702617""",0,4.08,Vintage,Paperback,400,1999,1997,,2021/11/12,to-read,to-read (#209),to-read,,,,0,0
23995249,The Invention of Nature: Alexander von Humboldt's New World,Andrea Wulf,"Wulf, Andrea",,"=""038535066X""","=""9780385350662""",0,4.30,Knopf,Hardcover,473,2015,2015,,2021/11/12,to-read,to-read (#208),to-read,,,,0,0
681941,The Moral Animal: Why We Are the Way We Are - The New Science of Evolutionary Psychology,Robert Wright,"Wright, Robert",,"=""0679763996""","=""9780679763994""",0,4.08,Vintage,Paperback,496,1995,1994,,2021/11/11,to-read,to-read (#207),to-read,,,,0,0
5752,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,"Pinker, Steven",,"=""0142003344""","=""9780142003343""",0,4.09,Penguin Books,Paperback,560,2003,2002,,2021/11/11,to-read,to-read (#206),to-read,,,,0,0
27486,The Mating Mind: How Sexual Choice Shaped the Evolution of Human Nature,Geoffrey Miller,"Miller, Geoffrey",,"=""038549517X""","=""9780385495172""",0,4.11,Anchor,Paperback,528,2001,2000,,2021/11/11,to-read,to-read (#205),to-read,,,,0,0
7640261,Sex at Dawn: The Prehistoric Origins of Modern Sexuality,Christopher  Ryan,"Ryan, Christopher",Cacilda Jethá,"=""""","=""9780061707803""",0,3.98,HarperCollins,Hardcover,416,2010,2010,,2021/11/11,to-read,to-read (#204),to-read,,,,0,0
35749414,Who We Are and How We Got Here: Ancient DNA and the New Science of the Human Past,David  Reich,"Reich, David",,"=""110187032X""","=""9781101870327""",0,4.13,Pantheon,Hardcover,335,2018,2018,,2021/11/11,to-read,to-read (#203),to-read,,,,0,0
40940205,Tribe: On Homecoming and Belonging,Sebastian Junger,"Junger, Sebastian",,"=""""","=""""",0,4.02,Twelve,Kindle Edition,182,2016,2016,,2021/11/11,to-read,to-read (#202),to-read,,,,0,0
56883406,A Hunter-Gatherer's Guide to the 21st Century: Evolution and the Challenges of Modern Life,Heather E. Heying,"Heying, Heather E.",Bret Weinstein,"=""""","=""""",0,3.80,Portfolio,Kindle Edition,320,2021,2021,,2021/11/11,to-read,to-read (#201),to-read,,,,0,0
31170723,Behave: The Biology of Humans at Our Best and Worst,Robert M. Sapolsky,"Sapolsky, Robert M.",,"=""1594205078""","=""9781594205071""",0,4.42,Penguin Press,Hardcover,790,2017,2017,,2021/11/11,to-read,to-read (#200),to-read,,,,0,0
56620811,The Age of AI and Our Human Future,Henry Kissinger,"Kissinger, Henry","Eric Schmidt, Daniel Huttenlocher","=""0316273805""","=""9780316273800""",0,3.44,"Little, Brown and Company",Hardcover,272,2021,,,2021/11/11,to-read,to-read (#199),to-read,,,,0,0
52038578,Blood and Oil: Mohammed bin Salman's Ruthless Quest for Global Power,Bradley Hope,"Hope, Bradley",Justin Scheck,"=""0306846667""","=""9780306846663""",4,4.27,Hachette Books,Hardcover,368,2020,2020,2021/11/09,2021/11/02,,,read,,,,1,0
18912,The Sublime Object of Ideology,Slavoj Žižek,"Žižek, Slavoj",,"=""0860919714""","=""9780860919711""",0,4.07,Verso,Paperback,256,1989,1989,,2021/11/08,to-read,to-read (#198),to-read,,,,0,0
91017,Rubicon: The Last Years of the Roman Republic,Tom Holland,"Holland, Tom",,"=""1400078970""","=""9781400078974""",5,4.20,Anchor,Paperback,464,2005,2003,,2021/11/07,,,read,,,,1,0
9477628,Jerusalem: The Biography,Simon Sebag Montefiore,"Montefiore, Simon Sebag",,"=""0297852655""","=""9780297852650""",0,4.05,Weidenfeld & Nicolson,Hardcover,752,2011,2011,,2021/11/07,to-read,to-read (#197),to-read,,,,0,0
826564,Young Stalin,Simon Sebag Montefiore,"Montefiore, Simon Sebag",,"=""0297850687""","=""9780297850687""",4,3.95,Weidenfeld & Nicolson,Hardcover,397,2007,2007,,2015/06/17,,,read,,,,1,0
56269593,"The Ottomans: Khans, Caesars and Caliphs",Marc David Baer,"Baer, Marc David",,"=""1473695708""","=""9781473695702""",0,4.02,Basic Books,Hardcover,560,2021,2021,,2021/11/07,to-read,to-read (#196),to-read,,,,0,0
18007532,An Officer and a Spy,Robert   Harris,"Harris, Robert",,"=""0385349580""","=""9780385349581""",0,4.20,Knopf,Hardcover,429,2014,2013,,2021/11/07,to-read,to-read (#195),to-read,,,,0,0
243601,"Imperium (Cicero, #1)",Robert   Harris,"Harris, Robert",,"=""074326603X""","=""9780743266031""",0,4.11,Simon & Schuster,Hardcover,305,2006,2006,,2021/11/07,to-read,to-read (#194),to-read,,,,0,0
880,Pompeii,Robert   Harris,"Harris, Robert",,"=""0812974611""","=""9780812974614""",0,3.85,Random House Trade Paperbacks,Paperback,274,2005,2003,,2021/11/07,to-read,to-read (#193),to-read,,,,0,0
48727813,"She Who Became the Sun (The Radiant Emperor, #1)",Shelley Parker-Chan,"Parker-Chan, Shelley",,"=""""","=""""",0,3.89,Tor Books,Kindle Edition,416,2021,2021,,2021/11/07,to-read,to-read (#192),to-read,,,,0,0
6259,Birdsong,Sebastian Faulks,"Faulks, Sebastian",,"=""0679776818""","=""9780679776819""",5,4.10,Vintage International,Paperback,483,1997,1993,,2021/11/07,,,read,,,,1,0
1279686,"Genghis: Birth of an Empire (Conqueror, #1)",Conn Iggulden,"Iggulden, Conn",,"=""0440243904""","=""9780440243908""",0,4.38,Dell Publishing Company,Mass Market Paperback,528,2008,2007,,2021/11/07,to-read,to-read (#191),to-read,,,,0,0
54814676,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,"=""0525657746""","=""9780525657743""",0,4.28,Knopf,Hardcover,256,2021,2021,,2021/11/07,to-read,to-read (#190),to-read,,,,0,0
52382796,Shōgun,James Clavell,"Clavell, James",,"=""1982603844""","=""9781982603847""",0,4.40,Blackstone Publishing,Paperback,1152,2020,1975,,2021/11/07,to-read,to-read (#189),to-read,,,,0,0
5043,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,"Follett, Ken",,"=""""","=""""",0,4.33,NAL Trade,Paperback,976,2002,1989,,2021/11/07,to-read,to-read (#188),to-read,,,,0,0
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",0,4.32,Grand Central Publishing,Kindle Edition,496,2017,2017,,2021/11/07,to-read,to-read (#187),to-read,,,,0,0
34152729,Iran: A Modern History,Abbas Amanat,"Amanat, Abbas",,"=""0300112548""","=""9780300112542""",0,4.19,Yale University Press,Hardcover,1085,2017,2017,,2021/11/07,to-read,to-read (#186),to-read,,,,0,0
43611749,Asian Waters: The Struggle Over the South China Sea and the Strategy of Chinese Expansion,Humphrey Hawksley,"Hawksley, Humphrey",,"=""""","=""""",0,3.99,Abrams Press,Kindle Edition,304,2018,2018,,2021/11/07,to-read,to-read (#185),to-read,,,,0,0
51283465,In the Dragon's Shadow: Southeast Asia in the Chinese Century,Sebastian Strangio,"Strangio, Sebastian",,"=""0300234031""","=""9780300234039""",0,4.28,Yale University Press,Hardcover,360,2020,,,2021/11/07,to-read,to-read (#184),to-read,,,,0,0
326981,The Singapore Story: Memoirs of Lee Kuan Yew,Lee Kuan Yew,"Yew, Lee Kuan",,"=""0130208035""","=""9780130208033""",0,4.26,Prentice Hall,Hardcover,680,1998,1998,,2021/11/07,to-read,to-read (#183),to-read,,,,0,0
40061595,Last Boat Out of Shanghai: The Epic Story of the Chinese Who Fled Mao's Revolution,Helen Zia,"Zia, Helen",,"=""034552232X""","=""9780345522320""",0,4.47,Ballantine Books,Hardcover,503,2019,2019,,2021/11/07,to-read,to-read (#182),to-read,,,,0,0
41857894,Chinese Spies: From Chairman Mao to Xi Jinping,Roger Faligot,"Faligot, Roger",,"=""1787380963""","=""9781787380967""",0,3.77,Hurst,Hardcover,568,2019,2019,,2021/11/07,to-read,to-read (#181),to-read,,,,0,0
176755,God: A Biography,Jack Miles,"Miles, Jack",,"=""0679743685""","=""9780679743682""",0,3.92,Vintage,Paperback,446,1996,1995,,2021/11/07,to-read,to-read (#180),to-read,,,,0,0
80571,American Prometheus: The Triumph and Tragedy of J. Robert Oppenheimer,Kai Bird,"Bird, Kai",Martin J. Sherwin,"=""0375726268""","=""9780375726262""",5,4.11,Vintage Books,Paperback,721,2007,2005,,2019/05/23,,,read,,,,1,0
362730,In Our Image: America's Empire in the Philippines,Stanley Karnow,"Karnow, Stanley",,"=""""","=""""",0,4.10,Ballantine Books,Paperback,536,2010,1989,,2021/11/07,to-read,to-read (#179),to-read,,,,0,0
30231749,The Gulf: The Making of An American Sea,Jack Emerson Davis,"Davis, Jack Emerson",,"=""087140866X""","=""9780871408662""",0,4.21,Liveright,Hardcover,608,2017,2017,,2021/11/07,to-read,to-read (#178),to-read,,,,0,0
35100,Battle Cry of Freedom,James M. McPherson,"McPherson, James M.",,"=""019516895X""","=""9780195168952""",0,4.37,Oxford University Press,Paperback,867,2003,1988,,2021/11/07,to-read,to-read (#177),to-read,,,,0,0
256008,"Lonesome Dove (Lonesome Dove, #1)",Larry McMurtry,"McMurtry, Larry",,"=""067168390X""","=""9780671683900""",0,4.52,Pocket Books,Mass Market Paperback,960,1999,1985,,2021/11/07,to-read,to-read (#176),to-read,,,,0,0
1078,"The Good Earth (House of Earth, #1)",Pearl S. Buck,"Buck, Pearl S.","Stephanie Reents, Cynthia Brantley Johnson","=""1416500189""","=""9781416500186""",0,4.00,Howard Publishing Co,Paperback,418,2005,1931,,2021/11/07,to-read,to-read (#175),to-read,,,,0,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,3.98,Alfred A. Knopf,Hardcover,241,2006,2006,,2021/11/07,to-read,to-read (#174),to-read,,,,0,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",0,4.27,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2021/11/07,to-read,to-read (#173),to-read,,,,0,0
20604365,A Deadly Wandering: A Tale of Tragedy and Redemption in the Age of Attention,Matt Richtel,"Richtel, Matt",,"=""0062284061""","=""9780062284068""",0,3.81,Mariner Books,Hardcover,390,2014,2014,,2021/11/07,to-read,to-read (#172),to-read,,,,0,0
78165,"Rousseau and Revolution (The Story of Civilization, #10)",Will Durant,"Durant, Will",Ariel Durant,"=""1567310214""","=""9781567310214""",0,4.25,MJF Books,Hardcover,1092,1967,1967,,2021/11/07,to-read,to-read (#171),to-read,,,,0,0
325509,Arab and Jew: Wounded Spirits in a Promised Land,David K. Shipler,"Shipler, David K.",,"=""0142002291""","=""9780142002292""",0,4.03,Penguin Books,Paperback,608,2001,1986,,2021/11/07,to-read,to-read (#170),to-read,,,,0,0
582067,Anti-Intellectualism in American Life,Richard Hofstadter,"Hofstadter, Richard",,"=""0394703170""","=""9780394703176""",0,4.13,Vintage,Paperback,434,1964,1963,,2021/11/07,to-read,to-read (#169),to-read,,,,0,0
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.29,Basic Books,Paperback,756,1999,1979,,2021/11/07,to-read,to-read (#168),to-read,,,,0,0
16884,The Making of the Atomic Bomb,Richard Rhodes,"Rhodes, Richard",,"=""0684813785""","=""9780684813783""",0,4.37,Simon & Schuster,Paperback,886,1995,1986,,2021/11/07,to-read,to-read (#167),to-read,,,,0,0
41021344,Thomas Jefferson: The Art of Power,Jon Meacham,"Meacham, Jon",,"=""""","=""""",0,4.02,Random House,Kindle Edition,802,2012,2012,,2021/11/07,to-read,to-read (#166),to-read,,,,0,0
16130,Alexander Hamilton,Ron Chernow,"Chernow, Ron",,"=""""","=""""",0,4.22,Penguin Books,Paperback,818,2005,2004,,2021/11/07,to-read,to-read (#165),to-read,,,,0,0
24724602,Flash Boys: A Wall Street Revolt,Michael   Lewis,"Lewis, Michael",,"=""0393351599""","=""9780393351590""",4,4.14,W. W. Norton & Company,Paperback,304,2015,2014,,2021/11/07,,,read,,,,1,0
61505,A Little History of the World,E.H. Gombrich,"Gombrich, E.H.",,"=""0300108834""","=""9780300108835""",3,4.11,Yale University Press,Hardcover,284,2005,1936,,2021/11/07,,,read,,,,1,0
6372440,This Time Is Different: Eight Centuries of Financial Folly,Carmen M. Reinhart,"Reinhart, Carmen M.",Kenneth S. Rogoff,"=""0691142165""","=""9780691142166""",0,3.77,Princeton University Press,Hardcover,460,2009,2009,,2021/11/07,to-read,to-read (#164),to-read,,,,0,0
15811560,"After the Music Stopped: The Financial Crisis, the Response, and the Work Ahead",Alan S. Blinder,"Blinder, Alan S.",,"=""1594205302""","=""9781594205309""",0,4.12,Penguin Press,Hardcover,496,2013,2013,,2021/11/07,to-read,to-read (#163),to-read,,,,0,0
52661266,"Flash Crash: A Trading Savant, a Global Manhunt, and the Most Mysterious Market Crash in History",Liam Vaughan,"Vaughan, Liam",,"=""0385543654""","=""9780385543651""",0,4.22,Doubleday Books,Hardcover,272,2020,2020,,2021/11/07,to-read,to-read (#162),to-read,,,,0,0
17660462,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,"Stone, Brad",,"=""0316219266""","=""9780316219266""",3,4.14,"Little, Brown and Company",Hardcover,384,2013,2013,,2021/11/07,,,read,,,,1,0
36205014,"When the Wolves Bite: Two Billionaires, One Company, and an Epic Wall Street Battle",Scott Wapner,"Wapner, Scott",,"=""1610398270""","=""9781610398275""",0,3.97,PublicAffairs,Hardcover,256,2018,,,2021/11/07,to-read,to-read (#161),to-read,,,,0,0
